0;0;0;0;land;false;unknown;0
1;61;203;238;land;true;plains;1
2;50;216;246;land;true;plains;1
3;201;176;185;land;true;forest;1
4;68;251;228;land;true;plains;1
5;91;236;194;land;false;forest;1
6;234;224;199;land;false;forest;1
7;210;198;243;land;true;plains;1
8;89;242;171;land;true;forest;1
9;199;193;245;land;true;forest;1
10;217;215;234;land;false;forest;1
11;246;77;244;land;true;forest;1
12;249;181;153;land;false;marsh;1
13;250;62;200;land;false;plains;1
14;239;253;159;land;false;jungle;1
15;240;172;252;land;false;forest;1
16;88;238;205;land;false;forest;1
17;166;155;180;land;true;jungle;1
18;208;239;107;land;false;plains;1
19;246;178;95;land;true;forest;1
20;208;222;132;land;true;forest;1
21;246;187;204;land;false;forest;1
22;167;132;219;land;false;forest;1
23;239;217;104;land;true;forest;1
24;194;245;210;land;true;jungle;1
25;138;142;224;land;true;plains;1
26;226;232;250;land;true;marsh;1
27;183;153;251;land;true;forest;1
28;231;148;159;land;false;forest;1
29;251;219;173;land;true;plains;1
30;165;201;254;land;false;forest;1
31;235;193;198;land;false;forest;1
32;147;253;159;land;true;forest;1
33;156;187;186;land;true;forest;1
34;173;248;96;land;true;forest;1
35;133;227;207;land;false;forest;1
36;230;235;102;land;true;jungle;1
37;230;200;102;land;false;mountain;1
38;156;200;227;land;false;forest;1
39;122;228;213;land;true;jungle;1
40;99;227;179;land;false;plains;1
41;195;137;243;land;false;forest;1
42;238;153;111;land;false;plains;1
43;245;200;191;land;false;forest;1
44;217;107;188;land;false;jungle;1
45;169;175;190;land;false;desert;1
46;156;226;123;land;true;plains;1
47;190;128;196;land;false;plains;1
48;210;226;108;land;true;marsh;1
49;125;233;234;land;true;forest;1
50;232;147;226;land;false;forest;1
51;201;163;241;land;false;desert;1
52;215;172;176;land;false;forest;1
53;227;157;120;land;true;forest;1
54;161;207;149;land;true;forest;1
55;242;197;164;land;false;forest;1
56;234;229;253;land;true;forest;1
57;184;236;227;land;false;forest;1
58;210;166;183;land;false;forest;1
59;231;247;237;land;true;marsh;1
60;227;210;130;land;true;marsh;1
61;109;220;203;land;false;forest;1
62;249;179;125;land;true;desert;1
63;248;230;82;land;false;forest;1
64;229;204;124;land;true;forest;1
65;153;173;194;land;false;forest;1
66;155;148;242;land;true;plains;1
67;156;100;250;land;true;forest;1
68;248;233;226;land;false;jungle;1
69;218;209;152;land;true;marsh;1
70;228;161;195;land;false;desert;1
71;231;120;248;land;true;forest;1
72;247;226;62;land;false;desert;1
73;242;233;33;land;false;forest;1
74;246;84;243;land;true;forest;1
75;201;219;140;land;true;plains;1
76;213;234;147;land;true;marsh;1
77;243;133;125;land;false;forest;1
78;179;188;242;land;false;marsh;1
79;204;191;119;land;true;mountain;1
80;160;211;179;land;false;forest;1
81;251;58;249;land;false;desert;1
82;211;85;225;land;true;plains;1
83;144;221;235;land;true;jungle;1
84;159;252;236;land;false;forest;1
85;165;187;197;land;false;forest;1
86;208;147;155;land;true;forest;1
87;185;232;244;land;true;forest;1
88;149;253;113;land;true;plains;1
89;106;229;186;land;true;forest;1
90;135;238;237;land;false;forest;1
91;207;192;163;land;true;forest;1
92;60;250;227;land;true;forest;1
93;224;196;173;land;false;marsh;1
94;154;251;164;land;false;jungle;1
95;121;248;249;land;false;desert;1
96;172;172;189;land;false;forest;1
97;221;130;222;land;true;forest;1
98;149;180;236;land;true;forest;1
99;244;209;156;land;false;plains;1
100;207;173;213;land;true;forest;1
101;185;224;153;land;false;forest;1
102;161;229;179;land;false;jungle;1
103;219;124;223;land;false;forest;1
104;108;247;180;land;true;marsh;1
105;179;176;219;land;true;forest;1
106;197;179;199;land;true;forest;1
107;253;247;181;land;true;forest;1
108;217;237;249;land;false;forest;1
109;159;238;152;land;false;forest;1
110;213;77;212;land;true;plains;1
111;54;246;249;land;true;forest;1
112;206;215;160;land;false;plains;1
113;226;129;222;land;false;forest;1
114;244;223;127;land;true;forest;1
115;124;184;225;land;false;plains;1
116;220;166;157;land;false;forest;1
117;215;142;202;land;false;forest;1
118;225;236;250;land;true;forest;1
119;251;179;181;land;false;jungle;1
120;217;185;173;land;true;forest;1
121;193;161;164;land;false;desert;1
122;241;203;182;land;true;forest;1
123;173;214;174;land;true;desert;1
124;233;181;135;land;false;forest;1
125;216;233;190;land;true;forest;1
126;199;123;224;land;true;forest;1
127;107;246;184;land;false;jungle;1
128;210;220;160;land;false;forest;1
129;192;216;163;land;false;jungle;1
130;234;243;184;land;false;jungle;1
131;248;135;134;land;false;forest;1
132;229;233;180;land;false;forest;1
133;154;155;202;land;true;forest;1
134;245;34;234;land;true;forest;1
135;244;162;117;land;true;forest;1
136;241;122;243;land;false;jungle;1
137;195;220;143;land;false;forest;1
138;175;243;164;land;true;forest;1
139;183;196;213;land;true;forest;1
140;138;199;234;land;false;forest;1
141;164;191;176;land;true;plains;1
142;147;122;248;land;true;forest;1
143;249;54;234;land;false;forest;1
144;194;64;251;land;false;plains;1
145;208;137;174;land;false;forest;1
146;245;229;124;land;false;forest;1
147;44;238;239;land;false;forest;1
148;237;41;231;land;true;forest;1
149;214;133;250;land;true;forest;1
150;49;246;214;land;false;forest;1
151;136;156;224;land;true;plains;1
152;168;182;168;land;false;forest;1
153;145;160;243;land;false;forest;1
154;226;157;185;land;false;forest;1
155;239;229;168;land;true;plains;1
156;191;220;237;land;true;forest;1
157;223;184;153;land;false;forest;1
158;131;246;194;land;false;forest;1
159;118;250;244;land;true;jungle;1
160;230;214;225;land;true;forest;1
161;211;240;175;land;false;forest;1
162;249;181;133;land;false;forest;1
163;97;254;245;land;false;desert;1
164;252;249;75;land;false;jungle;1
165;231;116;250;land;false;forest;1
166;170;157;234;land;true;forest;1
167;34;251;254;land;false;forest;1
168;150;238;232;land;true;forest;1
169;226;221;200;land;false;jungle;1
170;145;157;246;land;true;forest;1
171;248;254;193;land;false;forest;1
172;230;46;227;land;true;forest;1
173;191;129;233;land;false;desert;1
174;187;253;246;land;true;plains;1
175;251;236;118;land;true;forest;1
176;212;221;209;land;false;forest;1
177;173;191;246;land;true;plains;1
178;227;203;111;land;false;forest;1
179;252;101;187;land;false;forest;1
180;219;160;183;land;false;forest;1
181;144;206;204;land;false;plains;1
182;244;163;247;land;false;forest;1
183;248;209;52;land;true;forest;1
184;221;158;183;land;true;forest;1
185;243;236;170;land;false;plains;1
186;184;247;206;land;false;forest;1
187;214;228;141;land;true;forest;1
188;198;204;145;land;false;forest;1
189;103;252;253;land;false;forest;1
190;125;155;242;land;false;forest;1
191;134;249;172;land;true;forest;1
192;236;141;205;land;false;plains;1
193;178;213;128;land;false;jungle;1
194;219;80;250;land;false;forest;1
195;234;206;142;land;false;plains;1
196;191;178;138;land;false;forest;1
197;203;200;122;land;false;forest;1
198;217;150;214;land;true;forest;1
199;200;138;226;land;false;forest;1
200;238;123;191;land;false;forest;1
201;88;248;230;land;true;jungle;1
202;185;206;223;land;false;marsh;1
203;179;70;252;land;true;plains;1
204;211;221;85;land;true;forest;1
205;178;219;201;land;true;forest;1
206;185;205;236;land;false;forest;1
207;254;219;114;land;true;forest;1
208;240;214;102;land;true;forest;1
209;205;147;249;land;false;desert;1
210;127;236;154;land;false;forest;1
211;145;229;231;land;true;plains;1
212;248;150;221;land;false;forest;1
213;112;248;147;land;false;desert;1
214;198;245;92;land;true;forest;1
215;82;196;247;land;false;forest;1
216;236;209;129;land;true;forest;1
217;233;129;153;land;false;plains;1
218;252;234;182;land;true;forest;1
219;114;243;248;land;false;plains;1
220;218;139;231;land;false;plains;1
221;254;210;149;land;true;plains;1
222;236;254;11;land;true;forest;1
223;198;211;123;land;false;marsh;1
224;150;244;251;land;false;forest;1
225;228;220;85;land;true;plains;1
226;219;67;225;land;false;forest;1
227;166;196;233;land;false;desert;1
228;235;119;147;land;false;forest;1
229;253;222;115;land;false;forest;1
230;200;94;244;land;true;plains;1
231;210;239;247;land;true;forest;1
232;173;188;167;land;false;jungle;1
233;244;22;248;land;false;forest;1
234;226;62;242;land;false;forest;1
235;84;251;201;land;false;forest;1
236;107;245;149;land;true;plains;1
237;225;102;193;land;true;marsh;1
238;151;164;227;land;false;desert;1
239;152;249;102;land;true;plains;1
240;94;241;240;land;false;forest;1
241;229;138;208;land;false;forest;1
242;190;107;248;land;true;plains;1
243;215;163;192;land;true;desert;1
244;216;151;209;land;true;forest;1
245;209;171;208;land;true;forest;1
246;191;193;221;land;true;forest;1
